title,company,location,description,url
Data Analyst 3,SkySlope,Remote,"<p><b>OUR ORIGIN STORY </b>ð</p><p><br></p><p>In 2011 SkySlope started as an idea born at the kitchen table of our CEO, with just him and two others. Headquartered in Sacramento, California, we have since grown out of our previous 3 offices and many of our close to 150 employees are spread all across the United States. Those 150 employees support close to 300,000 users across 5,000 offices nationwide and now in Canada as well. Included in that is 8 out of the 15 largest Real Estate Brokerages in the nation.</p><p><br></p><p>But, despite being happy with what weâve achieved we know that as industry leaders in our space thereâs a lot of work left to be done. All of the growth and success that has happened is a result of us obsessing over building cutting edge software that makes the Real Estate world a better place. We know this only happens by hiring people who donât just come up with out of the box ideas but hiring people who actually see those ideas through and bring them to life. As weâve grown, weâve been fortunate enough to hire plenty of people who possess that quality and realize itâs equally important to hire people who can pair that skill with empathy, collaboration, and a keen sense of urgency. If youâre looking to join a company where you can have real impact and surround yourself with an incredible team of people then look no further.</p><p><u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u></p><p><br></p><p><b>SKYSLOPEâS CORE VALUES </b>ðªð»</p><p><br></p><p>These are the principles that helped us get to where we are and they are the principles that will guide us to where we want to go in the future. You can apply them to your professional life, your personal life, to any business and any situation. In no specific hierarchy, our core values are:</p><p><br></p><p><i>Awareness | Execution | Obsession | Ownership | Humility | Radical Candor | Urgency | Greatness | Inches I Fun</i></p><p><br></p><p><b><a class=""postings-link"" href=""https://www.youtube.com/watch?v=WNW0VLFjqzM&amp;t=35s"">Learn more about our core values from our CEO, Tyler Smith here!</a></b></p><p><u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u></p><p><br></p><p><b style=""font-size: 11pt;"">About the role: </b><span style=""font-size: 10.5pt;"">We are looking for a Data Analyst III to join our team and to help</span><span style=""font-size: 11pt;""> elevate the way we leverage data across the organization. While this role includes traditional data retrieval and reporting, we're looking for someone who goes beyond fulfilling requests â someone who proactively identifies trends, surfaces insights, and brings forward recommendations that help teams make better decisions before they even know to ask. Experience or curiosity around AI-assisted analytics is a plus, but this is first and foremost a strong data analyst role.</span></p>\n<p></p><p><br></p><b>What Sets You Apart</b><ul><li>You don't wait to be asked. You dig into the data, find what matters, and bring it to the people who need it. You're curious about new tools and techniques â including AI â but you're grounded in strong analytical fundamentals. You care about getting the answer right and communicating it in a way that actually moves the needle.</li></ul><p><br></p><b>Essential Functions</b><ul><li>Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</li><li>Query, extract, and transform data from multiple sources across MS SQL Server, MySQL, and MongoDB environments to support business needs</li><li>Build and maintain automated reports, dashboards, and data pipelines that reduce manual effort and improve data accessibility</li><li>Partner with cross-functional teams to understand their goals and proactively deliver analytical insights that drive action</li><li>Identify patterns, trends, anomalies, and opportunities in data sets and communicate findings clearly to both technical and non-technical audiences</li><li>Develop and maintain Python scripts for data automation, transformation, reporting and analysis</li><li>Contribute to improving our data infrastructure, documentation, and analytical best practices</li><li>Explore opportunities to incorporate AI-powered tools and techniques into existing workflows where they add clear value</li></ul><div><br></div><p><br></p><b>Other Duties</b><ul><li>Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.</li></ul><p><br></p><b>Requirements</b><ul><li>5+ years of experience in a data analyst or similar role with progressive responsibility</li><li>Advanced SQL proficiency across both MS SQL Server and MySQL, including complex joins, stored procedures, query optimization, and cross-database work</li><li>Python proficiency for scripting, data manipulation, and automation (pandas, NumPy, or similar libraries)</li><li>Experience with BI/visualization tools such as Tableau, Power BI, Looker, or similar platforms</li><li>Solid understanding of data warehousing concepts, data modeling, and ETL/ELT processes</li><li>Strong communication skills with the ability to translate analytical findings into clear, actionable recommendations for stakeholders</li><li>Self-directed mindset with a demonstrated history of going beyond ad-hoc requests to proactively surface insights and improve processes</li></ul><p><br></p><b>Preferred Qualifications</b><ul><li>Familiarity with cloud platforms (Azure, AWS, or GCP)</li><li>Exposure to machine learning concepts or AI-assisted analytics tools (e.g., using APIs for text analysis, summarization, or data enrichment)</li><li>Experience with A/B testing, statistical modeling, or causal inference</li><li>Knowledge of version control (Git) and collaborative development workflows</li><li>Statistics, data science, or related degree or certification (equivalent experience welcomed)</li><li>MongoDB experience, including aggregation pipelines and working with unstructured or semi-structured dataExperience with data orchestration or transformation tools such as dbt, Apache Airflow, or similar</li><li>Familiarity with product and web analytics platforms such as Heap and/or Google Analytics</li><li>Exposure to tools such as Chameleon, HubSpot, or Salesforce is a bonus but not required</li><li>Real estate industry knowledge and/or experience</li><li>Experience mentoring junior analysts or leading small-scale analytical projects</li></ul><p><br></p><p></p>\n<div>$100,000 - $120,000 a year</div>\n<p><b style=""font-size: 11pt;"">Medical Insurance</b><span style=""font-size: 11pt;""> â Company pays flat dollar amount towards premium&nbsp;</span></p><p><span style=""font-size: 11pt;"">There are 3 plan options&nbsp;</span></p><p><span style=""font-size: 11pt;"">Our Medical Insurance plans are provided through United Healthcare&nbsp;</span></p><p><span style=""font-size: 11pt;"">The United Healthcare HMO is only offered to California residents</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1</span><span style=""font-size: 0.6em;"">st</span><span style=""font-size: 11pt;""> of the month following date of hire</span></p><p><span style=""font-size: 11pt;"">Per Paycheck (24 pay periods a year) </span></p><p><b><span style=""font-size: 11pt;"">Employee</span></b><span style=""font-size: 11pt;""> costs per tier are as follows:</span></p><p><br></p><p><b style=""font-size: 11pt;"">UHC HDHP/HSA</b></p><p><span style=""font-size: 11pt;"">Employee Only&nbsp; $<a href=""http://58.92Employee"">58.92</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://58.92Employee"">Employee</a> + Child $<a href=""http://147.30Employee"">147.30</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://147.30Employee"">Employee</a> + Spouse $<a href=""http://175.78Employee"">175.78</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://175.78Employee"">Employee</a> + Family $<a href=""http://259.24UHC"">259.24</a></span></p><p><br></p><p><b style=""font-size: 11pt;""><a href=""http://259.24UHC"">UHC</a> PPO</b></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://104.10Employee"">104.10</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://104.10Employee"">Employee</a> + Child $<a href=""http://244.63Employee"">244.63</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://244.63Employee"">Employee</a> + Spouse $<a href=""http://289.91Employee"">289.91</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://289.91Employee"">Employee</a> + Family $<a href=""http://422.63"">422.63</a></span></p><p><br></p><p><b style=""font-size: 11pt;"">UHC HMO (CA residents only)</b></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://84.56Employee"">84.56</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://84.56Employee"">Employee</a> + Child $<a href=""http://198.71Employee"">198.71</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://198.71Employee"">Employee</a> + Spouse $<a href=""http://235.49Employee"">235.49</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://235.49Employee"">Employee</a> + Family $<a href=""http://343.29"">343.29</a></span></p><p><br></p><p><b style=""font-size: 11pt;"">Dental Insurance</b><span style=""font-size: 11pt;""> â Company pays 75% of monthly premium only on Base Plan</span></p><p><span style=""font-size: 11pt;"">This PPO plan is administered through Principal</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1</span><span style=""font-size: 0.6em;"">st</span><span style=""font-size: 11pt;""> of the month following date of hire</span></p><p><br></p><p><b style=""font-size: 11pt;"">Principal Dental Base Plan</b></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://4.19Employee"">4.19</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://4.19Employee"">Employee</a> + Child $<a href=""http://11.73Employee"">11.73</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://11.73Employee"">Employee</a> + Spouse $<a href=""http://8.50Employee"">8.50</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://8.50Employee"">Employee</a> + Family $<a href=""http://17.20Principal"">17.20</a></span></p><p><br></p><p><b style=""font-size: 11pt;""><a href=""http://17.20Principal"">Principal</a> Dental Buy-Up Plan</b></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://6.65Employee"">6.65</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://6.65Employee"">Employee</a> + Child $<a href=""http://19.53Employee"">19.53</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://19.53Employee"">Employee</a> + Spouse $<a href=""http://13.51Employee"">13.51</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://13.51Employee"">Employee</a> + Family $<a href=""http://28.35"">28.35</a></span></p><p><br></p><p><b style=""font-size: 11pt;"">Vision Insurance</b><span style=""font-size: 11pt;""> â Company pays 100% of monthly premium</span></p><p><span style=""font-size: 11pt;"">This plan is administered through Principal (VSP choice network)</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1</span><span style=""font-size: 0.6em;"">st</span><span style=""font-size: 11pt;""> of the month following date of hire</span></p><p><br></p><p><b style=""font-size: 11pt;"">Basic Life and AD&amp;D Insurance (with additional Voluntary Plans available) </b><span style=""font-size: 11pt;"">â Company paid plan with a guarantee issue amount of $25,000.&nbsp;</span></p><p><span style=""font-size: 11pt;"">Plan is administered through Principal</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1st of the month following date of hire</span></p><p><span style=""font-size: 11pt;"">Pricing varies for additional coverage, based upon age, coverage and dependent classification</span></p><p><br></p><p><b style=""font-size: 11pt;"">Voluntary Short &amp; Long Term Disability Insurance Plans </b><span style=""font-size: 11pt;"">â Optional plans to help protect your financial <a href=""http://well-being.Plan"">well-being.</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://well-being.Plan"">Plan</a> is administered through Principal</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1st of the month following date of hire</span></p><p><span style=""font-size: 11pt;"">Pricing varies, based upon age</span></p><p><br></p><p><b style=""font-size: 11pt;"">Voluntary Accident insurance- </b><span style=""font-size: 11pt;"">Optional plans available to purchase that pays you a cash benefit to help with your expenses if you or a covered family member is injured due to an accident.&nbsp;</span></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://4.39Employee"">4.39</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://4.39Employee"">Employee</a> + Spouse $<a href=""http://6.73Employee"">6.73</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://6.73Employee"">Employee</a> + Child(ren) $<a href=""http://7.49Employee"">7.49</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://7.49Employee"">Employee</a> + Family $<a href=""http://11.50Voluntary"">11.50</a></span></p><p><br></p><p><b style=""font-size: 11pt;""><a href=""http://11.50Voluntary"">Voluntary</a> Hospital Indemnity- </b><span style=""font-size: 11pt;"">Optional plans available to purchase that pays you a cash benefit to help with your expenses if you or a covered family member is admitted to the hospital</span></p><p><span style=""font-size: 11pt;"">Employee Only $<a href=""http://6.85Employee"">6.85</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://6.85Employee"">Employee</a> + Spouse $<a href=""http://17.43Employee"">17.43</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://17.43Employee"">Employee</a> + Child(ren) $<a href=""http://11.41Employee"">11.41</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://11.41Employee"">Employee</a> + Family $<a href=""http://22.84Voluntary"">22.84</a></span></p><p><br></p><p><b style=""font-size: 11pt;""><a href=""http://22.84Voluntary"">Voluntary</a> Critical Illness- </b><span style=""font-size: 11pt;"">Optional plans available to purchase to help with your expenses if you or a covered family member is diagnosed with a covered critical illness.&nbsp;</span></p><p><span style=""font-size: 11pt;"">Pricing varies, based upon age</span></p><p><br></p><p><b style=""font-size: 11pt;"">Flexible Spending Account</b><span style=""font-size: 11pt;""> â A tax savings account you put money into that you use to pay for certain out-of-pocket health care and dependent care <a href=""http://costs.Plan"">costs.</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://costs.Plan"">Plan</a> is administered through Discovery Benefits</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1st of the month following date of hire, if you sign up by the 25th of the month</span></p><p><br></p><p><b style=""font-size: 11pt;"">Health Savings Account (HSA)</b><span style=""font-size: 11pt;"">â A tax savings account for employees enrolled in a High Deductible Health Plan. You can put money into this account to pay for certain out-of-pocket health care costs</span></p><p><span style=""font-size: 11pt;"">Plan is administered through Discovery Benefits</span></p><p><span style=""font-size: 11pt;"">Eligibility begins 1st of the month following date of hire, if you sign up by the 25th of the month</span></p><p><span style=""font-size: 11pt;"">Must be enrolled in the UHC HDHP/HSA medical plan with SkySlope to be eligible</span></p><p><span style=""font-size: 11pt;"">SkySlope contributes $300 to an individual HSA and $600 to a family HSA</span></p><p><br></p><p><b style=""font-size: 11pt;"">401(k) Plan</b><span style=""font-size: 11pt;""> â Company will match $<a href=""http://0.50"">0.50</a> on each $<a href=""http://1.00"">1.00</a> contributed up to the first 6% of eligible earnings</span></p><p><span style=""font-size: 11pt;"">Plan is administered through Principal</span></p><p><span style=""font-size: 11pt;"">Eligibility begins first pay date after 90 days of employment</span></p><p><b style=""font-size: 11pt;"">Auto-enrollment after eligibility at 3% of gross annual earnings</b></p><p><span style=""font-size: 11pt;"">Defer between 1% and 40% of eligible contribution</span></p><p><br></p><p><b style=""font-size: 11pt;"">Employee Stock Purchase Plan</b><span style=""font-size: 11pt;""> - Company match equal to <a href=""http://33.3333"">33.3333</a>% of dollars contributed to the plan, based upon the average purchase price for the <a href=""http://quarter.Plan"">quarter.</a></span></p><p><span style=""font-size: 11pt;""><a href=""http://quarter.Plan"">Plan</a> administered through Fidelity&nbsp;</span></p><p><span style=""font-size: 11pt;"">Eligibility begins first pay date after 90 days of employment</span></p><p><span style=""font-size: 11pt;"">May contribute after-tax dollars from 3% to 15% of base earnings</span></p><p><br></p><p><b style=""font-size: 11pt;"">Paid Time Off (PTO)</b><span style=""font-size: 11pt;""> â Company provides 120 hours (equivalent of 15 days) of PTO for new hires</span></p><p><span style=""font-size: 11pt;"">PTO accrual begins after 90 days of employment</span></p><p><br></p><p><b style=""font-size: 11pt;"">16 Paid Holidays</b></p><p><span style=""font-size: 11pt;"">11 observed, 5 floating (used for personal holidays)</span></p><p><span style=""font-size: 11pt;"">List of observed holidays published annually</span></p><p><span style=""font-size: 11pt;"">Eligibility begins on your first day of employment</span></p><p><br></p><p><b style=""font-size: 11pt;"">Bereavement Leave</b><span style=""font-size: 11pt;""> â Company will provide you with the following off to grieve the loss of a loved one.&nbsp;</span></p><p><span style=""font-size: 11pt;"">5 paid days of leave for an immediate family member. This is a spouse, child, parent, grandparent.&nbsp;</span></p><p><span style=""font-size: 11pt;"">1 paid day of leave for a close non-family member.</span></p><p><br></p><p><b style=""font-size: 11pt;"">Discounts through Fidelity</b><span style=""font-size: 11pt;""> - Purchasing discounts for wireless, car rentals, hotels and moreâ¦</span></p><p><br></p><p><b style=""font-size: 11pt;"">Pet Insurance through Nationwide</b><span style=""font-size: 11pt;"">- 50%, 70% reimbursement plans available through Nationwide with options for wellness. SkySlope contributes $20 a month, per pet, up to 2 pets towards the cost of the plan</span></p><p><br></p><p><b style=""font-size: 11pt;"">Paid Parental Leave</b><span style=""font-size: 11pt;""> - All full-time regular employees are eligible for SkySlopeâs Paid Parental Leave program, which provides employees with up to six (6) weeks of pay following the birth or placement of a new child. Paid Parental Leave must be taken within the first 6 months of the birth or placement of a new child. Employees will be paid at their regular rate of pay based upon their normal work schedule, up to a maximum of forty (40) hours per week.</span></p><p><br></p><p><b style=""font-size: 11pt;"">Dayforce Wallet-</b><span style=""font-size: 11pt;""> All full-time regular employees will have access to sign up for Dayforce Wallet. Dayforce Wallet is a program provided by our payroll provider that allows employees to access their pay on-demand as soon as it is earned, without waiting for their standard <a href=""http://payday.Waldorf"">payday.</a></span></p><p><br></p><p><b style=""font-size: 11pt;""><a href=""http://payday.Waldorf"">Waldorf</a> University discounts and perks- </b><span style=""font-size: 11pt;"">10% off tuition for employees and their families, free text books, and scholarship opportunities available</span></p><p><br></p><p><b style=""font-size: 11pt;"">Child Literacy Assistance Program discount- </b><span style=""font-size: 11pt;"">Discounted annual membership to Luminous Minds, an online resource center created to help with child literacy struggles. $85 for 1 year membership as a SkySlope Employee.</span></p><p><br></p><p><b style=""font-size: 11pt;"">$1,000 Employee Referral bonuses- </b><span style=""font-size: 11pt;"">SkySlope will give every referrer $1,000 (post-tax) after a referee passes their 90 day mark.&nbsp;</span></p><p><br></p><p><b style=""font-size: 11pt;"">In addition to the above you also receive other perks like our Annual Employee Appreciation Day and additional internal company events.</b></p><p><br></p><p><u>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</u></p><p><br></p><p>SkySlope, is an Equal Opportunity employer. All qualified applicants will receive</p><p>consideration for employment without regard to race, color, religion, sex, age, disability, protected veteran status,</p><p>national origin, sexual orientation, gender identity or expression (including transgender status), genetic</p><p>information or any other characteristic protected by applicable law.</p><p><br></p><p>We sincerely thank you for taking the time to review our open positions and hope you'll take the time to submit a concise and thoughtful application.</p><p><br></p><p>Still thinking about applying? Waiting to hear back from us? Check out our social media in the meantime!</p><p><b><a class=""postings-link"" href=""https://skyslope.com/"">SkySlope</a>&nbsp;|&nbsp;<a class=""postings-link"" href=""https://www.facebook.com/SkySlope/"">Facebook</a>&nbsp;|&nbsp;<a class=""postings-link"" href=""https://www.instagram.com/skyslope/?hl=en"">Instagram</a>&nbsp;|&nbsp;<a class=""postings-link"" href=""https://www.youtube.com/user/mySkySlope"">YouTube</a>&nbsp;|&nbsp;<a class=""postings-link"" href=""https://www.linkedin.com/company/skyslope/mycompany/"">LinkedIn</a>&nbsp;|&nbsp;<a class=""postings-link"" href=""https://twitter.com/skyslope?lang=en"">Twitter</a></b></p><p><br></p><p><i>Your privacy is important to us. Learn more about what data is collected and how we use it&nbsp;</i><a class=""postings-link"" href=""https://fnf.com/californiaprivacy""><i>here</i></a><i>.</i></p><p><br></p><p><br></p><br/><br/>Please mention the word **PROMINENT** and tag RMTAzLjcyLjIyMi40NA== when applying to show you read the job post completely (#RMTAzLjcyLjIyMi40NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-data-analyst-3-skyslope-1130196
Senior Data Engineer,Lalamove,Kuala Lumpur,"<p><span style=""font-size: 16px;"">At Lalamove, we believe in the power of community. Millions of drivers and customers use our technology every day to connect with one another and move things that matter. Delivery is what we do best and we ensure it is always fast and simple. Since 2013, we have tackled the logistics industry head on to find the most innovative solutions for the worldâs delivery needs. We are full steam ahead to make Lalamove synonymous with delivery and on a mission to impact as many local communities we can. We have massively scaled our efforts across Asia and now have our sights on taking our best in class technology to the rest of the world. And we are looking for talented professionals to join us in this journey!!</span></p><p><br></p><p><span style=""font-size: 16px;"">As a Senior Data Engineer at Lalamove, you will be joining the global Data team as a key member of our expanding technology team in our new market. Due to the importance of user privacy and our commitment to compliance laws, we need an additional engineer to support our operations in the expanding market, while collaborating closely with our global engineering team.</span></p><p><br></p>\n<p></p><p><br></p><b>What you'll do:</b><ul><li>Provide production support and incident response of our  data in expanding market platform.</li><li>Support and troubleshoot technical issues, including the data pipelines running on top of the data platform.</li><li>Collaborate with a geographically-dispersed team of engineers to support compliance for the expanding market.</li><li>Support ad hoc requests related to expanding market data and operations.</li></ul><p><br></p><b>What you'll need:</b><ul><li>Legally permitted to work in Malaysia</li><li>5+ years of relevant experience in data engineering</li><li>Experience in supporting Big Data operations</li><li>Proficiency in SQL</li><li>Hands-on experience in linux systems and command line operations</li><li>Experience in Java and Spring Boot framework</li><li>Good command of English, fluency in Mandarin is a plus</li></ul><p><br></p><p></p>\n<p>To all candidates- Lalamove respects your privacy and is committed to protecting your personal data.</p><p>This Notice will inform you how we will use your personal data, explain your privacy rights and the protection you have by the law when you apply to join us. Please take time to read and understand this Notice. Candidate Privacy Notice: <a rel=""noopener noreferrer"" class=""postings-link"" href=""https://www.lalamove.com/en-hk/candidate-privacy-notice"">https://www.lalamove.com/en-hk/candidate-privacy-notice</a></p><br/><br/>Please mention the word **DASHING** and tag RMTAzLjcyLjIyMi40NA== when applying to show you read the job post completely (#RMTAzLjcyLjIyMi40NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-data-engineer-lalamove-1130136
