job_id,skill
0,pandas
0,tableau
0,git
0,aws
0,mysql
0,machine learning
0,data science
0,mongodb
0,power bi
0,numpy
0,azure
0,python
0,gcp
0,c
0,statistics
0,sql
1,linux
1,aws
1,java
1,c
1,sql
2,c
2,machine learning
2,excel
3,c
3,excel
3,sql
3,python
